code|level|name|nuts0|nuts1|nuts2|pop3|pop2|pop1|pop0|density|fertility|popchange|womenratio|gdppps|gva
FRB02|3|Eure-et-Loir|FR|FRB|FRB0|0.02860013704789542|0.1705307868307923|0.556541019955654|0.8090935455156604|0.0033984384270356223|0.3246753246753247|0.09361777043885795|0.556541019955654|0.14362657091561942|0.0033329331907404076
FRB03|3|Indre|FR|FRB|FRB0|0.014557406642343155|0.1705307868307923|0.6119733924611974|0.8090935455156604|0.0014713909390796688|0.2675324675324675|0.09347358899485803|0.6119733924611974|0.13285457809694795|0.001549372869877923
FRB04|3|Indre-et-Loire|FR|FRB|FRB0|0.04037517276164783|0.1705307868307923|0.6297117516629711|0.8090935455156604|0.004670479625981916|0.24675324675324675|0.09487746094959415|0.6297117516629711|0.16696588868940754|0.00538363134466869
FRB05|3|Loir-et-Cher|FR|FRB|FRB0|0.021839859700120624|0.1705307868307923|0.583148558758315|0.8090935455156604|0.0023969433039846217|0.2883116883116883|0.09353202042216326|0.583148558758315|0.14362657091561942|0.002530269919920049
FRB06|3|Loiret|FR|FRB|FRB0|0.045165876069546|0.1705307868307923|0.5720620842572062|0.8090935455156604|0.004713197427439067|0.3064935064935065|0.0957121956253832|0.5720620842572062|0.17953321364452424|0.006460610973299291
FRC11|3|Côte-d’Or|FR|FRC|FRC1|0.035369971246488774|0.10776782825542676|0.6186252771618623|0.8090935455156604|0.0028241213185561382|0.22337662337662337|0.0942119497580787|0.6186252771618623|0.19389587073608616|0.005465659951900275
FRC12|3|Nièvre|FR|FRC|FRC1|0.013527390498565642|0.10776782825542676|0.6252771618625277|0.8090935455156604|0.0013622232242447257|0.2857142857142857|0.09290217516679515|0.6252771618625277|0.13464991023339318|0.0014561610201127724
FRC13|3|Saône-et-Loire|FR|FRC|FRC1|0.036562852056299146|0.10776782825542676|0.5853658536585364|0.8090935455156604|0.002999738946768873|0.2805194805194806|0.0934599297001633|0.5853658536585364|0.14362657091561942|0.004251232687721632
FRC14|3|Yonne|FR|FRC|FRC1|0.022307813555131915|0.10776782825542676|0.5720620842572062|0.8090935455156604|0.002088425849016304|0.3012987012987013|0.09337645623258439|0.5720620842572062|0.1382405745062837|0.002498790658659306
FRC21|3|Doubs|FR|FRC|FRC2|0.03599103381565565|0.07816462007370058|0.5521064301552105|0.8090935455156604|0.004850843676578779|0.2727272727272728|0.09506489682679406|0.5521064301552105|0.1615798922800718|0.004629920300224703
FRC22|3|Jura|FR|FRC|FRC2|0.01720272967551505|0.07816462007370058|0.5631929046563193|0.8090935455156604|0.0023969433039846217|0.2597402597402597|0.09401085458618406|0.5631929046563193|0.14183123877917414|0.0019442836758736572
FRC23|3|Haute-Saône|FR|FRC|FRC2|0.015618482551280967|0.07816462007370058|0.52549889135255|0.8090935455156604|0.0020219759356385125|0.2753246753246754|0.0939023390783315|0.52549889135255|0.11310592459605028|0.001427535460814005
FRC24|3|Territoire de Belfort|FR|FRC|FRC2|0.009352573132307631|0.07816462007370058|0.48115299334811534|0.8090935455156604|0.011106628378859435|0.2961038961038961|0.09371490320113159|0.48115299334811534|0.14721723518850988|0.0010796426297454752
FRD11|3|Calvados|FR|FRD|FRD1|0.046041389791756884|0.09740793650003568|0.6363636363636365|0.8090935455156604|0.005819113842940884|0.23636363636363636|0.09418007807045767|0.6363636363636365|0.1615798922800718|0.005992402934571382
FRD12|3|Manche|FR|FRD|FRD1|0.03281099170578173|0.09740793650003568|0.5654101995565408|0.8090935455156604|0.003854094975911906|0.2649350649350649|0.09320950929742658|0.5654101995565408|0.1364452423698384|0.0036292244158067696
FRD13|3|Orne|FR|FRD|FRD1|0.01855568773653621|0.09740793650003568|0.5720620842572062|0.8090935455156604|0.002107411538552816|0.2883116883116883|0.09290217516679515|0.5720620842572062|0.13285457809694795|0.00200847153778449
FRD21|3|Eure|FR|FRD|FRD2|0.03973274001217835|0.12298591857762205|0.5698447893569842|0.8090935455156604|0.004694211737902556|0.3064935064935065|0.09344930580428962|0.5698447893569842|0.13105924596050272|0.00429149099869356
FRD22|3|Seine-Maritime|FR|FRD|FRD2|0.08325324493246326|0.12298591857762205|0.6274944567627496|0.8090935455156604|0.009454873389182904|0.2831168831168832|0.093323336753216|0.6274944567627496|0.17953321364452424|0.012006862465333354
EL305|3|Anatoliki Attiki|EL|EL3|EL30|0.037611517332576755|0.24836104985988264|0.4057649667405767|0.12877938622815738|0.017727887604717947|0.14025974025974028|0.09613791031003563|0.4057649667405767|0.09335727109515261|0.002895373502439444
EL306|3|Dytiki Attiki|EL|EL3|EL30|0.011978317894705406|0.24836104985988264|0.2172949002217297|0.12877938622815738|0.008462871110900159|0.23636363636363636|0.09489339679340468|0.2172949002217297|0.11669658886894076|0.0010861843498754934
EL307|3|Peiraias, Nisoi|EL|EL3|EL30|0.03284563528999899|0.24836104985988264|0.687361419068736|0.12877938622815738|0.02573035574435769|0.15324675324675327|0.09007925426321764|0.687361419068736|0.10233393177737882|0.0027778404839243764
EL411|3|Lesvos, Limnos|EL|EL4|EL41|0.007619332049131505|0.014673681660635565|0.3037694013303771|0.12877938622815738|0.0024254218382893894|0.24935064935064935|0.09914902594051832|0.3037694013303771|0.059245960502693|0.00032277821057978263
EL412|3|Ikaria, Samos|EL|EL4|EL41|0.003201478657196093|0.014673681660635565|0.17738359201773823|0.12877938622815738|0.002847853430476778|0.21298701298701303|0.09595123328254099|0.17738359201773823|0.05745062836624776|0.00010108847582487575
EL413|3|Chios|EL|EL4|EL41|0.0038530036883471126|0.014673681660635565|0.26385809312638586|0.12877938622815738|0.0029570211453117216|0.174025974025974|0.09572281952125689|0.26385809312638586|0.05565529622980252|0.00013004776160606974
DE275|3|Aichach-Friedberg|DE|DE2|DE27|0.008866434713933257|0.1252846730345822|0.4611973392461197|1.0|0.008059425208249281|0.2545454545454545|0.095180241981994|0.4611973392461197|0.1490125673249551|0.0010293691189284754
DE276|3|Augsburg, Landkreis|DE|DE2|DE27|0.01669362826836832|0.1252846730345822|0.48558758314855877|1.0|0.011059164155018156|0.24415584415584415|0.09570840137685689|0.48558758314855877|0.16696588868940754|0.0021940949748314215
DE277|3|Dillingen a.d. Donau|DE|DE2|DE27|0.006372693953466764|0.1252846730345822|0.4412416851441241|1.0|0.005757410351947219|0.23376623376623376|0.09507552072266774|0.4412416851441241|0.19748653500897667|0.0009450044263199031
DE278|3|Günzburg|DE|DE2|DE27|0.00834551997730248|0.1252846730345822|0.4035476718403548|1.0|0.00778413270996986|0.23636363636363636|0.09535325971479391|0.4035476718403548|0.27109515260323164|0.0017130010074351161
DE279|3|Neu-Ulm|DE|DE2|DE27|0.011561201176687257|0.1252846730345822|0.48558758314855877|1.0|0.016009682701663624|0.20519480519480524|0.09567652968923586|0.48558758314855877|0.21903052064631956|0.001952473596182191
DE27A|3|Lindau (Bodensee)|DE|DE2|DE27|0.00542019448855086|0.1252846730345822|0.5121951219512197|1.0|0.01354154306191708|0.21038961038961043|0.09481675297317313|0.5121951219512197|0.2118491921005386|0.0008613616726324986
DE27B|3|Ostallgäu|DE|DE2|DE27|0.009312421085465789|0.1252846730345822|0.46341463414634165|1.0|0.004779647340816859|0.2675324675324675|0.09520907827079399|0.46341463414634165|0.19748653500897667|0.0014208030398368857
DE27C|3|Unterallgäu|DE|DE2|DE27|0.009559638233376307|0.1252846730345822|0.41685144124168505|1.0|0.005482117853667798|0.2545454545454545|0.09555739028550961|0.41685144124168505|0.2118491921005386|0.001557940786508389
DE27D|3|Donau-Ries|DE|DE2|DE27|0.00885979801197593|0.1252846730345822|0.3813747228381372|1.0|0.004926786434724825|0.21558441558441563|0.09476515119321527|0.3813747228381372|0.28545780969479356|0.001932906327120721
DE27E|3|Oberallgäu|DE|DE2|DE27|0.010310979261965558|0.1252846730345822|0.5166297117516632|1.0|0.004779647340816859|0.23636363636363636|0.09502391894270987|0.5166297117516632|0.177737881508079|0.0014368355324824483
DE300|3|Berlin|DE|DE3|DE30|0.24189630485026772|0.24189630485026772|0.52549889135255|1.0|0.20355032394332773|0.1792207792207792|0.11819691239231922|0.52549889135255|0.2244165170556553|0.043054921867802694
DE401|3|Brandenburg an der Havel, Kreisfreie Stadt|DE|DE4|DE40|0.004786721286723776|0.16670851107250764|0.5077605321507759|1.0|0.017376652348292474|0.21038961038961043|0.09460199850658377|0.5077605321507759|0.17055655296229805|0.0006050461126396824
DE402|3|Cottbus, Kreisfreie Stadt|DE|DE4|DE40|0.00665130270163545|0.16670851107250764|0.5343680709534369|1.0|0.028886726629802788|0.20779220779220783|0.09380141206753154|0.5343680709534369|0.19748653500897667|0.001012083449287678
DE403|3|Frankfurt (Oder), Kreisfreie Stadt|DE|DE4|DE40|0.0038409248907847735|0.16670851107250764|0.5964523281596452|1.0|0.019075871561810287|0.161038961038961|0.09414517098401558|0.5964523281596452|0.20646319569120286|0.0005874165003996493
DE404|3|Potsdam, Kreisfreie Stadt|DE|DE4|DE40|0.011819302515807794|0.16670851107250764|0.6008869179600886|1.0|0.04904003607281012|0.1766233766233766|0.09622669572555137|0.6008869179600886|0.24236983842010773|0.002170134775542089
DE405|3|Barnim|DE|DE4|DE40|0.012129302864234647|0.16670851107250764|0.4900221729490022|1.0|0.005956760092080594|0.22077922077922077|0.09586017131790944|0.4900221729490022|0.11849192100538601|0.0011373262306212566
DE406|3|Dahme-Spreewald|DE|DE4|DE40|0.011220539265217542|0.16670851107250764|0.4833702882483373|1.0|0.003555070365711845|0.22597402597402597|0.09574786156153056|0.4833702882483373|0.18312387791741475|0.0016047374122380655
DE407|3|Elbe-Elster|DE|DE4|DE40|0.006811844521983247|0.16670851107250764|0.4944567627494456|1.0|0.0025345895531243326|0.2883116883116883|0.09380141206753154|0.4944567627494456|0.13285457809694795|0.0007121757188709362
DE408|3|Havelland|DE|DE4|DE40|0.010745484139111909|0.16670851107250764|0.49889135254988903|1.0|0.004428412084391389|0.19480519480519484|0.0953312530733413|0.49889135254988903|0.11310592459605028|0.0009652459590907658
DE409|3|Märkisch-Oderland|DE|DE4|DE40|0.012897036546658504|0.16670851107250764|0.4833702882483373|1.0|0.004257540878562783|0.22337662337662337|0.09548909381203595|0.4833702882483373|0.1149012567324955|0.0011898098280412662
DE40A|3|Oberhavel|DE|DE4|DE40|0.014020032884858199|0.16670851107250764|0.5166297117516632|1.0|0.0055770463013503566|0.21558441558441563|0.09545039247706755|0.5166297117516632|0.14721723518850988|0.0016296647372519815
DE40B|3|Oberspreewald-Lausitz|DE|DE4|DE40|0.007332029221398719|0.16670851107250764|0.5277161862527715|1.0|0.004452144196312029|0.23116883116883116|0.09393117536713147|0.5277161862527715|0.15439856373429084|0.0008837383738164385
DE40C|3|Oder-Spree|DE|DE4|DE40|0.011857065349944998|0.16670851107250764|0.5365853658536583|1.0|0.003782898640149987|0.2623376623376623|0.09465739453506795|0.5365853658536583|0.1400359066427289|0.0013265729837631068
DE40D|3|Ostprignitz-Ruppin|DE|DE4|DE40|0.006575577932302322|0.16670851107250764|0.47006651884700656|1.0|0.0018416118850416502|0.21818181818181823|0.09420132586220502|0.47006651884700656|0.14542190305206465|0.000732696492167911
DE40E|3|Potsdam-Mittelmark|DE|DE4|DE40|0.014246676256700995|0.16670851107250764|0.49667405764966754|1.0|0.003925291311673826|0.21298701298701303|0.09552172434936225|0.49667405764966754|0.1364452423698384|0.0015531868868199428
DE40F|3|Prignitz|DE|DE4|DE40|0.005077674300533094|0.16670851107250764|0.48558758314855877|1.0|0.0016565014120606596|0.21298701298701303|0.09384846074925783|0.48558758314855877|0.14721723518850988|0.0005696711055024478
DE40G|3|Spree-Neiße|DE|DE4|DE40|0.007594378049771947|0.16670851107250764|0.5277161862527715|1.0|0.003284524289816551|0.2597402597402597|0.09364205362942636|0.5277161862527715|0.19210053859964094|0.0011431357957132975
DE40H|3|Teltow-Fläming|DE|DE4|DE40|0.011169370293126533|0.16670851107250764|0.4678492239467851|1.0|0.0037449272610769638|0.2597402597402597|0.0954883349623307|0.4678492239467851|0.1992818671454219|0.0017220592976724136
DE40I|3|Uckermark|DE|DE4|DE40|0.007934376291045927|0.16670851107250764|0.5365853658536583|1.0|0.0018463583074257782|0.2519480519480519|0.0938165890616368|0.5365853658536583|0.16876122082585276|0.0010467978142045984
DE501|3|Bremen, Kreisfreie Stadt|DE|DE5|DE50|0.03778626169511323|0.04532781159730484|0.5055432372505544|1.0|0.08700666872344971|0.21038961038961043|0.09544280398001492|0.5055432372505544|0.2926391382405745|0.008621895186312532
DE502|3|Bremerhaven, Kreisfreie Stadt|DE|DE5|DE50|0.007541616269211179|0.04532781159730484|0.4611973392461197|1.0|0.06634549208534067|0.2571428571428571|0.094882772897531|0.4611973392461197|0.20107719928186718|0.0011855633288209994
DE600|3|Hamburg|DE|DE6|DE60|0.12219362909795607|0.12219362909795607|0.5432372505543237|1.0|0.12266654009540309|0.187012987012987|0.10246140490399032|0.5432372505543237|0.3752244165170557|0.03560297637845476
DE711|3|Darmstadt, Kreisfreie Stadt|DE|DE7|DE71|0.010566160452224872|0.265383460343217|0.36363636363636354|1.0|0.061693998148895264|0.19480519480519484|0.09514457604584665|0.36363636363636354|0.47037701974865354|0.0037586898587547274
DE712|3|Frankfurt am Main, Kreisfreie Stadt|DE|DE7|DE71|0.049978148658805496|0.265383460343217|0.5099778270509978|1.0|0.14523103210954744|0.1714285714285714|0.09910956575584465|0.5099778270509978|0.5565529622980252|0.021077885389546885
DE713|3|Offenbach am Main, Kreisfreie Stadt|DE|DE7|DE71|0.00854442193496364|0.265383460343217|0.49889135254988903|1.0|0.13769371336355224|0.2519480519480519|0.09600435276190937|0.49889135254988903|0.2118491921005386|0.0013595948786620058
DE714|3|Wiesbaden, Kreisfreie Stadt|DE|DE7|DE71|0.018472795329089166|0.265383460343217|0.6607538802660755|1.0|0.0663644777748772|0.23636363636363636|0.09418463116868925|0.6607538802660755|0.37342908438061045|0.005323509497247831
DE715|3|Bergstraße|DE|DE7|DE71|0.017898853343819323|0.265383460343217|0.5033259423503325|1.0|0.017912998077698937|0.22857142857142856|0.0951149809073414|0.5033259423503325|0.15619389587073607|0.0022307435911975092
DE716|3|Darmstadt-Dieburg|DE|DE7|DE71|0.019737551621097416|0.265383460343217|0.4789356984478934|1.0|0.021339915039039325|0.24935064935064935|0.09544659822854124|0.4789356984478934|0.15439856373429084|0.002453274452903022
DE717|3|Groß-Gerau|DE|DE7|DE71|0.018219538782397477|0.265383460343217|0.4501108647450114|1.0|0.029252201153380644|0.24935064935064935|0.09679127990626687|0.4501108647450114|0.2639138240574507|0.003719875425625136
DE718|3|Hochtaunuskreis|DE|DE7|DE71|0.015700113985356118|0.265383460343217|0.583148558758315|1.0|0.023205259036001614|0.21038961038961043|0.09485317775902574|0.583148558758315|0.28366247755834834|0.003436170456467439
DE719|3|Main-Kinzig-Kreis|DE|DE7|DE71|0.02780452921725078|0.265383460343217|0.5144124168514412|1.0|0.01419180292854261|0.22857142857142856|0.09498445875803621|0.5144124168514412|0.19748653500897667|0.004347826072150556
DE71A|3|Main-Taunus-Kreis|DE|DE7|DE71|0.015777829765276447|0.265383460343217|0.5498891352549891|1.0|0.050914872914540665|0.23376623376623376|0.09500267115096252|0.5498891352549891|0.32136445242369843|0.00388129007120705
DE71B|3|Odenwaldkreis|DE|DE7|DE71|0.006424261127675214|0.265383460343217|0.501108647450111|1.0|0.00729525120440468|0.21818181818181823|0.09457392106748905|0.501108647450111|0.1400359066427289|0.0006931396878835333
DE71C|3|Offenbach, Landkreis|DE|DE7|DE71|0.023500097061766128|0.265383460343217|0.5188470066518847|1.0|0.04738828108313359|0.23116883116883116|0.09624263156936189|0.5188470066518847|0.23877917414721728|0.004448298175594623
DE71D|3|Rheingau-Taunus-Kreis|DE|DE7|DE71|0.012421118649298417|0.265383460343217|0.5299334811529934|1.0|0.01102593919832926|0.22337662337662337|0.09484255386315207|0.5299334811529934|0.1400359066427289|0.0013800986250976325
DE71E|3|Wetteraukreis|DE|DE7|DE71|0.020338903185451025|0.265383460343217|0.5099778270509978|1.0|0.013138097159266204|0.20779220779220783|0.0952925517383729|0.5099778270509978|0.1651705565529623|0.002665303146528902
DE721|3|Gießen, Landkreis|DE|DE7|DE72|0.017844565121808372|0.06950372401938582|0.5299334811529934|1.0|0.01484680921755227|0.1766233766233766|0.09580249874030948|0.5299334811529934|0.20107719928186718|0.0028322038468372394
DE722|3|Lahn-Dill-Kreis|DE|DE7|DE72|0.016842489493271214|0.06950372401938582|0.5166297117516632|1.0|0.011258513895151529|0.21818181818181823|0.09412771744079454|0.5166297117516632|0.1903052064631957|0.002534315502176406
DE723|3|Limburg-Weilburg|DE|DE7|DE72|0.011420702196250595|0.06950372401938582|0.4767184035476715|1.0|0.01100220708640862|0.23116883116883116|0.09450638344372066|0.4767184035476715|0.16696588868940754|0.0015048169791016832
DE724|3|Marburg-Biedenkopf|DE|DE7|DE72|0.01636935901073321|0.06950372401938582|0.5210643015521061|1.0|0.00920805942520825|0.14545454545454548|0.09478791668437314|0.5210643015521061|0.2154398563734291|0.002775575911365052
DE725|3|Vogelsbergkreis|DE|DE7|DE72|0.007026873665400717|0.06950372401938582|0.44789356984478945|1.0|0.003393692004651494|0.20779220779220783|0.09398657139561566|0.44789356984478945|0.15080789946140039|0.0008232487461904568
DE731|3|Kassel, Kreisfreie Stadt|DE|DE7|DE73|0.013378662007701892|0.08095608328397287|0.5321507760532149|1.0|0.09001115409260271|0.19480519480519484|0.09506565567649933|0.5321507760532149|0.29802513464991026|0.0030773157320628714
DE732|3|Fulda|DE|DE7|DE73|0.014772303051721478|0.08095608328397287|0.48115299334811534|1.0|0.007580036547452358|0.20779220779220783|0.09502923089064672|0.48115299334811534|0.2154398563734291|0.002490512198671761
DE733|3|Hersfeld-Rotenburg|DE|DE7|DE73|0.008019126975041023|0.08095608328397287|0.4434589800443456|1.0|0.00517360039869948|0.22077922077922077|0.09421498515689976|0.4434589800443456|0.20646319569120286|0.0012814586119346428
DE734|3|Kassel, Landkreis|DE|DE7|DE73|0.015704693309706676|0.08095608328397287|0.5365853658536583|1.0|0.00862424947196051|0.22077922077922077|0.09439027943881545|0.5365853658536583|0.17055655296229805|0.0021259875294382087
DE735|3|Schwalm-Eder-Kreis|DE|DE7|DE73|0.01196086336855763|0.08095608328397287|0.44789356984478945|1.0|0.005520089232740821|0.187012987012987|0.09401768423353143|0.44789356984478945|0.17055655296229805|0.0016232796642463678
DE736|3|Waldeck-Frankenberg|DE|DE7|DE73|0.010416569190106669|0.08095608328397287|0.4678492239467851|1.0|0.004005980492204001|0.23376623376623376|0.0941914608160366|0.4678492239467851|0.21005385996409337|0.0017109986485405557
DE737|3|Werra-Meißner-Kreis|DE|DE7|DE73|0.006704263583254938|0.08095608328397287|0.501108647450111|1.0|0.004632508246908892|0.23116883116883116|0.09435764890148915|0.501108647450111|0.1364452423698384|0.00070661815132685
DE803|3|Rostock, Kreisfreie Stadt|DE|DE8|DE80|0.013863207617606507|0.10682939859866039|0.5188470066518847|1.0|0.05495882478581769|0.1662337662337662|0.09478336358614158|0.5188470066518847|0.2118491921005386|0.0022909471675528394
DE804|3|Schwerin, Kreisfreie Stadt|DE|DE8|DE80|0.0063592214484933865|0.10682939859866039|0.6319290465631926|1.0|0.04780596625293685|0.22857142857142856|0.09443732812054174|0.6319290465631926|0.22621184919210052|0.00109103359998749
DE80J|3|Mecklenburgische Seenplatte|DE|DE8|DE80|0.017197752149047056|0.10682939859866039|0.5388026607538803|1.0|0.002349479080143342|0.22077922077922077|0.09332561330233179|0.5388026607538803|0.1526032315978456|0.002140041500795098
DE80K|3|Landkreis Rostock|DE|DE8|DE80|0.014276475048489404|0.10682939859866039|0.47006651884700656|1.0|0.0029570211453117216|0.24935064935064935|0.09478412243584683|0.47006651884700656|0.14183123877917414|0.001608466294873344
DE80L|3|Vorpommern-Rügen|DE|DE8|DE80|0.014911673792825394|0.10682939859866039|0.5277161862527715|1.0|0.003294017134584807|0.1818181818181818|0.09408825725612087|0.5277161862527715|0.13464991023339318|0.0016189718683252469
DE80M|3|Nordwestmecklenburg|DE|DE8|DE80|0.010401702977722251|0.10682939859866039|0.4789356984478934|1.0|0.003545577520943589|0.21818181818181823|0.09422105595454186|0.4789356984478934|0.12746858168761221|0.0010650472041977097
DE80N|3|Vorpommern-Greifswald|DE|DE8|DE80|0.01570894079895937|0.10682939859866039|0.5476718403547671|1.0|0.0028193748961720107|0.174025974025974|0.09414137673548927|0.5476718403547671|0.1364452423698384|0.0017302458126086777
DE80O|3|Ludwigslust-Parchim|DE|DE8|DE80|0.014110889334654037|0.10682939859866039|0.4567627494456763|1.0|0.002102665116168688|0.2727272727272728|0.09449424184843645|0.4567627494456763|0.13285457809694795|0.0015134700300388911
DE911|3|Braunschweig, Kreisfreie Stadt|DE|DE9|DE91|0.016478466390911703|0.10594811094574663|0.4944567627494456|1.0|0.061285805823860263|0.1714285714285714|0.09462552284744691|0.4944567627494456|0.4398563734290844|0.005571825837779215
DE912|3|Salzgitter, Kreisfreie Stadt|DE|DE9|DE91|0.006965152337197553|0.10594811094574663|0.47450110864745|1.0|0.022436338609772885|0.33506493506493507|0.09472493215883634|0.47450110864745|0.31059245960502696|0.0016331654599451924
DE913|3|Wolfsburg, Kreisfreie Stadt|DE|DE9|DE91|0.008239598214063504|0.10594811094574663|0.47006651884700656|1.0|0.028796544604504357|0.23896103896103896|0.0946012396568785|0.47006651884700656|1.0|0.006243974810992561
DE914|3|Gifhorn|DE|DE9|DE91|0.01167535245035332|0.10594811094574663|0.44789356984478945|1.0|0.005259036001613783|0.2831168831168832|0.09505958487885723|0.44789356984478945|0.11310592459605028|0.0010515244709148875
DE916|3|Goslar|DE|DE9|DE91|0.009093277186834774|0.10594811094574663|0.49667405764966754|1.0|0.00673517336307758|0.1714285714285714|0.09400478378854196|0.49667405764966754|0.16337522441651708|0.0011661663283730125
DE917|3|Helmstedt|DE|DE9|DE91|0.0060598398231982605|0.10594811094574663|0.4922394678492237|1.0|0.006383938106652111|0.22337662337662337|0.0941079873484577|0.4922394678492237|0.1059245960502693|0.0005046250897796601
DE918|3|Northeim|DE|DE9|DE91|0.008811283720667851|0.10594811094574663|0.5166297117516632|1.0|0.004922040012340698|0.20519480519480524|0.09420815550955239|0.5166297117516632|0.16337522441651708|0.0011253767793270174
DE91A|3|Peine|DE|DE9|DE91|0.008890924144155803|0.10594811094574663|0.49889135254988903|1.0|0.011866055960319909|0.2571428571428571|0.0948744255507731|0.49889135254988903|0.1149012567324955|0.0007994417886532594
DE91B|3|Wolfenbüttel|DE|DE9|DE91|0.007961454035031831|0.10594811094574663|0.49889135254988903|1.0|0.007826850511427012|0.22857142857142856|0.09405942096732088|0.49889135254988903|0.10771992818671454|0.0006733851233472319
DE91C|3|Göttingen|DE|DE9|DE91|0.021773359946508183|0.10594811094574663|0.5299334811529934|1.0|0.008837838479246268|0.1688311688311688|0.09445022856553122|0.5299334811529934|0.19748653500897667|0.003402283597012046
DE922|3|Diepholz|DE|DE9|DE92|0.014394143774192852|0.14267621688078327|0.4767184035476715|1.0|0.005140375442010584|0.22337662337662337|0.09508462691913089|0.4767184035476715|0.1741472172351885|0.0019780343204382636
DE923|3|Hameln-Pyrmont|DE|DE9|DE92|0.009859484427808445|0.14267621688078327|0.6031042128603101|1.0|0.008799867100173244|0.22857142857142856|0.09462096974921534|0.6031042128603101|0.19389587073608616|0.0014944169721901397
DE925|3|Hildesheim|DE|DE9|DE92|0.018356785778875048|0.14267621688078327|0.5631929046563193|1.0|0.010840828725348268|0.20519480519480524|0.09438648519028914|0.5631929046563193|0.15798922800718135|0.0023210404422998304
DE926|3|Holzminden|DE|DE9|DE92|0.004710465581234062|0.14267621688078327|0.4900221729490022|1.0|0.0048033794527374985|0.2571428571428571|0.09429314667654182|0.4900221729490022|0.17055655296229805|0.0006045966035000872
DE927|3|Nienburg (Weser)|DE|DE9|DE92|0.008056093404943346|0.14267621688078327|0.47450110864745|1.0|0.004086669672734177|0.22857142857142856|0.09435764890148915|0.47450110864745|0.17055655296229805|0.001073022586053255
DE928|3|Schaumburg|DE|DE9|DE92|0.010471521082313355|0.14267621688078327|0.5498891352549891|1.0|0.011068656999786411|0.22857142857142856|0.09434398960679442|0.5498891352549891|0.1364452423698384|0.0011450938847683526
DE929|3|Region Hannover|DE|DE9|DE92|0.0768281210335336|0.14267621688078327|0.5432372505543237|1.0|0.024178275624747846|0.19740259740259744|0.0981769394680767|0.5432372505543237|0.25673249551166966|0.015559520491029074
DE931|3|Celle|DE|DE9|DE93|0.011875515381386374|0.11354832929324102|0.5232815964523281|1.0|0.0054251607850582615|0.23376623376623376|0.09455191442603643|0.5232815964523281|0.15978456014362658|0.0015027907826012353
DE932|3|Cuxhaven|DE|DE9|DE93|0.013154872417700747|0.11354832929324102|0.5476718403547671|1.0|0.004551819066378717|0.2571428571428571|0.09450714229342592|0.5476718403547671|0.12208258527827649|0.0012898426384625472
DE933|3|Harburg|DE|DE9|DE93|0.016776056106678348|0.11354832929324102|0.5188470066518847|1.0|0.009597266060706742|0.2623376623376623|0.09538133715388863|0.5188470066518847|0.12926391382405744|0.0017489617386027324
DE934|3|Lüchow-Dannenberg|DE|DE9|DE93|0.0032138229228367253|0.11354832929324102|0.5210643015521061|1.0|0.0018273726178892659|0.23376623376623376|0.09447223520698383|0.5210643015521061|0.14183123877917414|0.0003248895413869722
DE935|3|Lüneburg, Landkreis|DE|DE9|DE93|0.012169919480213502|0.11354832929324102|0.5587583148558759|1.0|0.0065548093124807175|0.187012987012987|0.09475680384645738|0.5587583148558759|0.15080789946140039|0.0014466089508963743
DE936|3|Osterholz|DE|DE9|DE93|0.007533851327921104|0.11354832929324102|0.5321507760532149|1.0|0.008263521370766785|0.23896103896103896|0.09473403835529949|0.5321507760532149|0.1095152603231598|0.0006692544067841337
DE937|3|Rotenburg (Wümme)|DE|DE9|DE93|0.010848087551372221|0.11354832929324102|0.4301552106430153|1.0|0.0036832237700833003|0.24155844155844156|0.09448058255374173|0.4301552106430153|0.18132854578096946|0.0015384722732427396
DE938|3|Heidekreis|DE|DE9|DE93|0.009275189187485171|0.11354832929324102|0.4589800443458978|1.0|0.0034553954956451573|0.24155844155844156|0.09491919768338361|0.4589800443458978|0.18312387791741475|0.001322588698207604
DE939|3|Stade|DE|DE9|DE93|0.013479340776394578|0.11354832929324102|0.47450110864745|1.0|0.008026200251560386|0.2519480519480519|0.0953433946686255|0.47450110864745|0.16696588868940754|0.0017682089026708541
DE93A|3|Uelzen|DE|DE9|DE93|0.006143794102958476|0.11354832929324102|0.554323725055432|1.0|0.0029427818781593376|0.20000000000000004|0.09429087012742603|0.554323725055432|0.1526032315978456|0.0007203486123181218
DE93B|3|Verden|DE|DE9|DE93|0.009078543708489503|0.11354832929324102|0.5343680709534369|1.0|0.008216057146925505|0.2623376623376623|0.09457467991719432|0.5343680709534369|0.17055655296229805|0.001206176047169255
DE941|3|Delmenhorst, Kreisfreie Stadt|DE|DE9|DE94|0.0051506116550441424|0.16759889100710293|0.4944567627494456|1.0|0.05931604053444716|0.2727272727272728|0.09448665335138383|0.4944567627494456|0.12387791741472172|0.00047726292359293705
DE942|3|Emden, Kreisfreie Stadt|DE|DE9|DE94|0.003331358914501028|0.16759889100710293|0.45454545454545436|1.0|0.02188575361321404|0.18961038961038965|0.09410874619816297|0.45454545454545436|0.4057450628366248|0.0010003996170304724
NL324|3|Agglomeratie Haarlem|NL|NL3|NL32|0.01560567371650332|0.18936899896965204|0.5698447893569842|0.20780442857679127|0.08282032418064884|0.21558441558441563|0.09617205854677245|0.5698447893569842|0.1741472172351885|0.0021302340286584757
