code|level|name|nuts0|nuts1|nuts2|pop3|pop2|pop1|pop0|density|fertility|popchange|womenratio|gdppps|gva
LT01|2|Sostinės regionas|LT|LT0|LT01|0.0|0.05379305767791754|0.8226164079822615|0.033210150271445214|0.004010726914588129|0.19220779220779224|0.09834540410264503|0.8226164079822615|0.11669658886894076|0.005203718716917979
TR81|2|Zonguldak, Karabük, Bartın|TR|TR8|TR81|0.0|0.06946715579160093|0.47450110864745|0.9877642711115163|0.0051593611315470965|0.1662337662337662|0.10336747145207408|0.47450110864745|0.03052064631956912|0.0021907985744743902
TR82|2|Kastamonu, Çankırı, Sinop|TR|TR8|TR82|0.0|0.05438571516270705|0.44789356984478945|0.9877642711115163|0.0013622232242447257|0.21038961038961043|0.13509118338058435|0.44789356984478945|0.026929982046678638|0.0014918595376156247
DE93|2|Lüneburg|DE|DE9|DE93|0.0|0.11354832929324102|0.5121951219512197|1.0|0.005206825355388376|0.23896103896103896|0.09779827346515058|0.5121951219512197|0.15080789946140039|0.014105103021518368
DE94|2|Weser-Ems|DE|DE9|DE94|0.0|0.16759889100710293|0.4833702882483373|1.0|0.00796924318295085|0.22597402597402597|0.10115694226064362|0.4833702882483373|0.19748653500897667|0.026630276767783147
DEA1|2|Düsseldorf|DE|DEA|DEA1|0.0|0.34526260600057407|0.5609756097560978|1.0|0.04768255927094952|0.21298701298701303|0.09707812509485621|0.5609756097560978|0.23339317773788154|0.06427520970954997
DEA2|2|Köln|DE|DEA|DEA2|0.0|0.29658790560618803|0.5365853658536583|1.0|0.02897690865510122|0.20000000000000004|0.1055582705511677|0.5365853658536583|0.2405745062836625|0.05676321048022659
DEA3|2|Münster|DE|DEA|DEA3|0.0|0.17412183989288363|0.5232815964523281|1.0|0.01796995514630847|0.22857142857142856|0.09629271564990922|0.5232815964523281|0.18491921005385997|0.026176027349988577
DEA4|2|Detmold|DE|DEA|DEA4|0.0|0.1364048653662049|0.5121951219512197|1.0|0.014946484087618957|0.23116883116883116|0.09515519994172034|0.5121951219512197|0.2118491921005386|0.023198434539470444
DEA5|2|Arnsberg|DE|DEA|DEA5|0.0|0.23775971488728392|0.5277161862527715|1.0|0.02126397228089328|0.21298701298701303|0.09359196954887901|0.5277161862527715|0.19389587073608616|0.03719554639557334
DEB1|2|Koblenz|DE|DEB|DEB1|0.0|0.09927749544141534|0.5099778270509978|1.0|0.008785627833020861|0.22337662337662337|0.09656893694262488|0.5099778270509978|0.1867145421903052|0.014889234256447233
DEB2|2|Trier|DE|DEB|DEB2|0.0|0.0352414183295753|0.47450110864745|1.0|0.005073925528632793|0.1792207792207792|0.09549137036115174|0.47450110864745|0.16876122082585276|0.004775404614329144
DEB3|2|Rheinhessen-Pfalz|DE|DEB|DEB3|0.0|0.13658020703191756|0.5144124168514412|1.0|0.014291477798609297|0.21298701298701303|0.09967642648567594|0.5144124168514412|0.2118491921005386|0.023065308321332603
RS2|1|Serbia - jug|RS|RS2||0.0|0.0|0.5033259423503325|0.08345765621664328|0.003042456748226025|0.1766233766233766|0.07072327483108004|0.5033259423503325|0.00897666068222621|0.003604801085888764
SE1|1|Östra Sverige|SE|SE1||0.0|0.0|0.4412416851441241|0.12282121528422799|0.004186344542800864|0.24415584415584415|0.13766368388142516|0.4412416851441241|0.32315978456014366|0.06584524978373248
SE2|1|Södra Sverige|SE|SE2||0.0|0.0|0.4301552106430153|0.12282121528422799|0.0026769822246481717|0.2597402597402597|0.13167332430808082|0.4301552106430153|0.25493716337522443|0.05761504392124858
SE3|1|Norra Sverige|SE|SE3||0.0|0.0|0.39911308203991136|0.12282121528422799|0.00022782827443814223|0.2727272727272728|0.0973573817863929|0.39911308203991136|0.23339317773788154|0.021267428410076197
FRB0|2|Centre — Val de Loire|FR|FRB|FRB0|0.0|0.1705307868307923|0.5898004434589799|0.8090935455156604|0.003047203170610153|0.2831168831168832|0.09188455771203777|0.5898004434589799|0.15798922800718135|0.021891881739280673
FRC1|2|Bourgogne|FR|FRC|FRC1|0.0|0.10776782825542676|0.5986696230598667|0.8090935455156604|0.002382704036832238|0.2597402597402597|0.09068633402742786|0.5986696230598667|0.15798922800718135|0.013841929041774455
FRC2|2|Franche-Comté|FR|FRC|FRC2|0.0|0.07816462007370058|0.5410199556541018|0.8090935455156604|0.0033889455822673662|0.2727272727272728|0.09342881686224752|0.5410199556541018|0.14542190305206465|0.009251466790038309
FRD1|2|Basse-Normandie|FR|FRD|FRD1|0.0|0.09740793650003568|0.6008869179600886|0.8090935455156604|0.0038683342430642907|0.2519480519480519|0.09144897798121694|0.6008869179600886|0.14721723518850988|0.011743490973997801
FRD2|2|Haute-Normandie|FR|FRD|FRD2|0.0|0.12298591857762205|0.6097560975609755|0.8090935455156604|0.0071243799985760735|0.2883116883116883|0.09235125028077439|0.6097560975609755|0.16337522441651708|0.016355049506944493
FRE1|2|Nord-Pas de Calais|FR|FRE|FRE1|0.0|0.26989608583910313|0.6053215077605321|0.8090935455156604|0.015501815506561928|0.277922077922078|0.08967251082119679|0.6053215077605321|0.15619389587073607|0.03424868706978889
FRE2|2|Picardie|FR|FRE|FRE2|0.0|0.12803459049060162|0.5698447893569842|0.8090935455156604|0.00466098678121366|0.277922077922078|0.09294770614911092|0.5698447893569842|0.14183123877917414|0.014901636622253338
FRF1|2|Alsace|FR|FRF|FRF1|0.0|0.126339377709641|0.5654101995565408|0.8090935455156604|0.010855067992500652|0.24675324675324675|0.09830139081973979|0.5654101995565408|0.17953321364452424|0.01815690008226732
FRF2|2|Champagne-Ardenne|FR|FRF|FRF2|0.0|0.08744180027177295|0.580931263858093|0.8090935455156604|0.002392196881600494|0.2545454545454545|0.08998363920035453|0.580931263858093|0.15978456014362658|0.011411552312012631
FRF3|2|Lorraine|FR|FRF|FRF3|0.0|0.15411842199137563|0.5587583148558759|0.8090935455156604|0.004632508246908892|0.22337662337662337|0.08968085816795468|0.5587583148558759|0.1400359066427289|0.017789896302021456
FRG0|2|Pays de la Loire|FR|FRG|FRG0|0.0|0.2522178364683454|0.5720620842572062|0.8090935455156604|0.00552483565512495|0.2805194805194806|0.10878262294882923|0.5720620842572062|0.17055655296229805|0.03449563445066787
FRH0|2|Bretagne|FR|FRH|FRH0|0.0|0.22213074634691038|0.583148558758315|0.8090935455156604|0.005728931817642452|0.2597402597402597|0.10321646036072678|0.583148558758315|0.16337522441651708|0.02919578547994964
FRI1|2|Aquitaine|FR|FRI|FRI1|0.0|0.22949994109927013|0.6363636363636365|0.8090935455156604|0.003896812777369059|0.22337662337662337|0.11008632674247068|0.6363636363636365|0.16876122082585276|0.031018310070321586
FRI2|2|Limousin|FR|FRI|FRI2|0.0|0.04837226588619052|0.6363636363636365|0.8090935455156604|0.001979258134181361|0.23376623376623376|0.09258042289176374|0.6363636363636365|0.14542190305206465|0.005733683181756185
FRI3|2|Poitou-Charentes|FR|FRI|FRI3|0.0|0.12028053339173632|0.6119733924611974|0.8090935455156604|0.0032560457555117833|0.23636363636363636|0.0953760252059518|0.6119733924611974|0.1526032315978456|0.014977011132070004
FRJ1|2|Languedoc-Roussillon|FR|FRJ|FRJ1|0.0|0.18898373842102906|0.6430155210643014|0.8090935455156604|0.004865082943731162|0.2623376623376623|0.1074682952593141|0.6430155210643014|0.14183123877917414|0.02186483286734276
FRJ2|2|Midi-Pyrénées|FR|FRJ|FRJ2|0.0|0.20384152219396096|0.5720620842572062|0.8090935455156604|0.003142131618292712|0.23376623376623376|0.10678457167487235|0.5720620842572062|0.177737881508079|0.02877385645036642
FRK1|2|Auvergne|FR|FRK|FRK1|0.0|0.09095155373488699|0.5942350332594237|0.8090935455156604|0.0024301682606735174|0.2545454545454545|0.09586017131790944|0.5942350332594237|0.15080789946140039|0.011118377002573008
FRK2|2|Rhône-Alpes|FR|FRK|FRK2|0.0|0.4420111197941295|0.5764966740576496|0.8090935455156604|0.007067422929966537|0.2857142857142857|0.12035735750320234|0.5764966740576496|0.19569120287253144|0.06875399618307487
FRL0|2|Provence-Alpes-Côte d’Azur|FR|FRL|FRL0|0.0|0.33619521195137286|0.6585365853658536|0.8090935455156604|0.007627500771293637|0.3064935064935065|0.10418323488523155|0.6585365853658536|0.18312387791741475|0.04905832074943281
FRM0|2|Corse|FR|FRM|FRM0|0.0|0.022714577018096628|0.5787139689578715|0.8090935455156604|0.0017988940835844984|0.1662337662337662|0.09723065388561401|0.5787139689578715|0.1490125673249551|0.0026792209029950047
FRY1|2|Guadeloupe|FR|FRY|FRY1|0.0|0.02768579861923416|0.8536585365853655|0.8090935455156604|0.01179011320217386|0.33766233766233766|0.09098152656277507|0.8536585365853655|0.125673249551167|0.002977943563861905
FRY2|2|Martinique|FR|FRY|FRY2|0.0|0.024185071070782087|0.8669623059866962|0.8090935455156604|0.01572964378100007|0.2909090909090909|0.0911052190647329|0.8669623059866962|0.12926391382405744|0.0027306045651719142
FRY3|2|Guyane|FR|FRY|FRY3|0.0|0.018722667157782612|0.5898004434589799|0.8090935455156604|9.492844768255925e-05|0.7766233766233767|0.09895855466449735|0.5898004434589799|0.07540394973070018|0.001234927605242
FRY4|2|La Réunion|FR|FRY|FRY4|0.0|0.05684653788146519|0.6696230598669624|0.8090935455156604|0.016337185846168452|0.4155844155844156|0.09486607820401521|0.6696230598669624|0.12028725314183124|0.005938781942813305
FRY5|2|Mayotte|FR|FRY|FRY5|0.0|0.017865138897876092|0.6696230598669624|0.8090935455156604|0.0343213802596293|1.0|0.10167978970756966|0.6696230598669624|0.04308797127468582|0.0007326998975401808
HR03|2|Jadranska Hrvatska|HR|HR0|HR03|0.0|0.0911930633191142|0.5521064301552105|0.0486602478753076|0.002601039466502124|0.1688311688311688|0.0911826217346697|0.5521064301552105|0.05745062836624776|0.004453195100918395
HR02|2|Panonska Hrvatska|HR|HR0|HR02|0.0|6.9136602929007085e-06|0.5226858544755546|0.0486602478753076||||0.5226858544755546|0.14391992583987517|0.010071491969965738
HU11|2|Budapest|HU|HU1|HU11|0.0|0.11629406562702731|0.7649667405764966|0.11730874966490756|0.16290196264565585|0.1116883116883117|0.09635797672456183|0.7649667405764966|0.14721723518850988|0.013288171240888132
HU12|2|Pest|HU|HU1|HU12|0.0|0.08487512215679541|0.6031042128603101|0.11730874966490756|0.009540308992097207|0.21038961038961043|0.10732942576325102|0.6031042128603101|0.04847396768402154|0.0036553981070713815
HU21|2|Közép-Dunántúl|HU|HU2|HU21|0.0|0.07023203569218313|0.6053215077605321|0.11730874966490756|0.004632508246908892|0.18961038961038965|0.09644448559096179|0.6053215077605321|0.059245960502693|0.003640336145522672
HU22|2|Nyugat-Dunántúl|HU|HU2|HU22|0.0|0.06565981261272023|0.6053215077605321|0.11730874966490756|0.0041246410518072|0.1792207792207792|0.09737028223138237|0.6053215077605321|0.06822262118491922|0.003798536119682027
ITF6|2|Calabria|IT|ITF|ITF6|0.0|0.1268952014985673|0.5388026607538803|0.7203867615938067|0.006042195694994897|0.12467532467532469|0.08716982449324015|0.5388026607538803|0.08976660682226212|0.01012877241563736
ITG1|2|Sicilia|IT|ITG|ITG1|0.0|0.325765767559469|0.5764966740576496|0.7203867615938067|0.009198566580439993|0.14545454545454548|0.07385808296352056|0.5764966740576496|0.09335727109515261|0.02696067620150243
TR52|2|Konya, Karaman|TR|TR5|TR52|0.0|0.16309847704281835|0.4833702882483373|0.9877642711115163|0.002349479080143342|0.32987012987012987|0.11771883707800367|0.4833702882483373|0.03231597845601436|0.0054075779224689435
TR61|2|Antalya, Isparta, Burdur|TR|TR6|TR61|0.0|0.20823946548002437|0.4301552106430153|0.9877642711115163|0.004072430405581792|0.24155844155844156|0.1510991179131026|0.4301552106430153|0.04129263913824058|0.008314676121632829
TR62|2|Adana, Mersin|TR|TR6|TR62|0.0|0.26776397896829146|0.46341463414634165|0.9877642711115163|0.006535823622944205|0.33766233766233766|0.11277569009792196|0.46341463414634165|0.02872531418312388|0.008484805114852804
TR63|2|Hatay, Kahramanmaraş, Osmaniye|TR|TR6|TR63|0.0|0.218289290519969|0.4124168514412416|0.9877642711115163|0.006635498493010893|0.4233766233766234|0.13885128367016142|0.4124168514412416|0.02154398563734291|0.005753822553358957
TR71|2|Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir|TR|TR7|TR71|0.0|0.10643205925247508|0.4678492239467851|0.9877642711115163|0.0023162541234544465|0.2831168831168832|0.12698666852837792|0.4678492239467851|0.026929982046678638|0.0030769309249964
TR72|2|Kayseri, Sivas, Yozgat|TR|TR7|TR72|0.0|0.16334715426515947|0.44789356984478945|0.9877642711115163|0.0018890761088829297|0.2857142857142857|0.12826305373262992|0.44789356984478945|0.03052064631956912|0.005192348178909583
DE254|3|Nürnberg, Kreisfreie Stadt|DE|DE2|DE25|0.03440240646812973|0.11749630418659752|0.5631929046563193|1.0|0.13252485938723688|0.18961038961038965|0.09682239274418264|0.5631929046563193|0.3536804308797128|0.009373971652067081
DE255|3|Schwabach, Kreisfreie Stadt|DE|DE2|DE25|0.0027073098294533512|0.11749630418659752|0.5631929046563193|1.0|0.047155706386311315|0.2623376623376623|0.09442973962348912|0.5631929046563193|0.21005385996409337|0.000402637595675594
DE256|3|Ansbach, Landkreis|DE|DE2|DE25|0.012208213250507293|0.11749630418659752|0.4301552106430153|1.0|0.004361962171013599|0.22077922077922077|0.09494727512247833|0.4301552106430153|0.17235188509874327|0.001647447591244149
DE257|3|Erlangen-Höchstadt|DE|DE2|DE25|0.009043966491291817|0.11749630418659752|0.4767184035476715|1.0|0.0114910885919738|0.21558441558441563|0.09513243445056245|0.4767184035476715|0.21723518850987433|0.0015071564698509402
TR83|2|Samsun, Tokat, Çorum, Amasya|TR|TR8|TR83|0.0|0.1873112231607625|0.4767184035476715|0.9877642711115163|0.0034648883404134133|0.23896103896103896|0.1315799857943335|0.4767184035476715|0.02333931777378815|0.005013085977262377
TR90|2|Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane|TR|TR9|TR90|0.0|0.1804594920600157|0.46341463414634165|0.9877642711115163|0.0035740560552483566|0.23116883116883116|0.15945177661892995|0.46341463414634165|0.025134649910233398|0.004974550784658898
TRA1|2|Erzurum, Erzincan, Bayburt|TR|TRA|TRA1|0.0|0.07208500287866948|0.4345898004434592|0.9877642711115163|0.0011960984408002468|0.33766233766233766|0.1048570934235049|0.4345898004434592|0.02333931777378815|0.0019878622248085042
TRA2|2|Ağrı, Kars, Iğdır, Ardahan|TR|TRA|TRA2|0.0|0.074656193950978|0.2882483370288249|0.9877642711115163|0.0017324441702067067|0.5272727272727273|0.10131781839815932|0.2882483370288249|0.010771992818671455|0.00136356554272843
TRB1|2|Malatya, Elazığ, Bingöl, Tunceli|TR|TRB|TRB1|0.0|0.11694386511566943|0.4257206208425719|0.9877642711115163|0.0022213256757718874|0.3038961038961039|0.12164740200214905|0.4257206208425719|0.02154398563734291|0.002927244381511198
TRB2|2|Van, Muş, Bitlis, Hakkari|TR|TRB|TRB2|0.0|0.1438600054089121|0.3015521064301552|0.9877642711115163|0.002458646794978285|0.5636363636363637|0.12399528299023208|0.3015521064301552|0.00897666068222621|0.0023559591295529304
TRC1|2|Gaziantep, Adıyaman, Kilis|TR|TRC|TRC1|0.0|0.18553683452545094|0.4101995565410197|0.9877642711115163|0.00862424947196051|0.5246753246753246|0.12379418781833744|0.4101995565410197|0.02333931777378815|0.004933260645889263
TRC2|2|Şanlıurfa, Diyarbakır|TR|TRC|TRC2|0.0|0.25008460135820104|0.4101995565410197|0.9877642711115163|0.005145121864394713|0.7272727272727273|0.1570651942958785|0.4101995565410197|0.00897666068222621|0.004194754588629311
UKI7|2|Outer London — West and North West|UK|UKI|UKI7|0.0|0.13959930911932625|0.4390243902439026|0.8027002138505838|0.21397346749887272|0.2753246753246754|0.10438357120742094|0.4390243902439026|0.14391992583987517|0.010071491969965738
UKJ1|2|Berkshire, Buckinghamshire and Oxfordshire|UK|UKJ|UKJ1|0.0|0.16043755776004673|0.48558758314855877|0.8027002138505838|0.01986377767757553|0.2623376623376623|0.10574418872895708|0.48558758314855877|0.14391992583987517|0.010071491969965738
UKJ2|2|Surrey, East and West Sussex|UK|UKJ|UKJ2|0.0|0.19311734186813206|0.5454545454545456|0.8027002138505838|0.025222488549256003|0.23636363636363636|0.10737571559527205|0.5454545454545456|0.14391992583987517|0.010071491969965738
UKJ3|2|Hampshire and Isle of Wight|UK|UKJ|UKJ3|0.0|0.1322728547275717|0.501108647450111|0.8027002138505838|0.022692645418515796|0.22597402597402597|0.10047397752590712|0.501108647450111|0.14391992583987517|0.010071491969965738
UKJ4|2|Kent|UK|UKJ|UKJ4|0.0|0.12309210580893931|0.52549889135255|0.8027002138505838|0.023395115931366735|0.2727272727272728|0.10516215100502053|0.52549889135255|0.14391992583987517|0.010071491969965738
UKK1|2|Gloucestershire, Wiltshire and Bristol/Bath area|UK|UKK|UKK1|0.0|0.16701718408054303|0.501108647450111|0.8027002138505838|0.01587203645252391|0.22857142857142856|0.11001271832106019|0.501108647450111|0.14391992583987517|0.010071491969965738
UKK2|2|Dorset and Somerset|UK|UKK|UKK2|0.0|0.08866660361799808|0.5299334811529934|0.8027002138505838|0.010304482995941808|0.23896103896103896|0.09907693521851835|0.5299334811529934|0.14391992583987517|0.010071491969965738
UKK3|2|Cornwall and Isles of Scilly|UK|UKK|UKK3|0.0|0.037737150100628995|0.580931263858093|0.8027002138505838|0.007489854522153926|0.24415584415584415|0.09747500349070863|0.580931263858093|0.14391992583987517|0.010071491969965738
UKK4|2|Devon|UK|UKK|UKK4|0.0|0.07932179542698052|0.5388026607538803|0.8027002138505838|0.008372689085601726|0.21818181818181823|0.10001639115363366|0.5388026607538803|0.14391992583987517|0.010071491969965738
EL61|2|Thessalia|EL|EL6|EL61|0.0|0.047694061313171034|0.5587583148558759|0.12877938622815738|0.002392196881600494|0.13766233766233768|0.09182233203620623|0.5587583148558759|0.06104129263913824|0.0025962728452506114
EL62|2|Ionia Nisia|EL|EL6|EL62|0.0|0.013530244280407295|0.5343680709534369|0.12877938622815738|0.00419583738756912|0.21038961038961043|0.09389550943098413|0.5343680709534369|0.07719928186714542|0.0008522420856943475
EL63|2|Dytiki Elláda|EL|EL6|EL63|0.0|0.04348300755422601|0.5077605321507759|0.12877938622815738|0.002767164249946603|0.13246753246753248|0.09117275668850129|0.5077605321507759|0.05745062836624776|0.0022745979752861988
EL64|2|Sterea Elláda|EL|EL6|EL64|0.0|0.03689747456898769|0.4501108647450114|0.12877938622815738|0.0016470085672924035|0.1168831168831169|0.09467712462740478|0.4501108647450114|0.07719928186714542|0.002416390865850328
EL65|2|Peloponnisos|EL|EL6|EL65|0.0|0.038124401659839165|0.46563192904656314|0.12877938622815738|0.0017039656359019392|0.14545454545454548|0.09267452025521632|0.46563192904656314|0.0718132854578097|0.002341666782137165
ES11|2|Galicia|ES|ES1|ES11|0.0|0.17922028707054316|0.6119733924611974|0.5651748623643038|0.004305005102404062|0.06753246753246753|0.09236642727487963|0.6119733924611974|0.12208258527827649|0.018586014447339528
ES12|2|Principado de Asturias|ES|ES1|ES12|0.0|0.0678407656099378|0.6563192904656321|0.5651748623643038|0.004542326221610461|0.06493506493506493|0.09030918572391225|0.6563192904656321|0.12028725314183124|0.0069171658281204215
ES13|2|Cantabria|ES|ES1|ES13|0.0|0.03860184599864944|0.5654101995565408|0.5651748623643038|0.0051783468210836086|0.08831168831168831|0.0946847131244574|0.5654101995565408|0.125673249551167|0.004026004771178548
ES21|2|País Vasco|ES|ES2|ES21|0.0|0.14453947095530348|0.5986696230598667|0.5651748623643038|0.014291477798609297|0.13506493506493508|0.0997424464100338|0.5986696230598667|0.18312387791741475|0.02144550554217356
ES22|2|Comunidad Foral de Navarra|ES|ES2|ES22|0.0|0.04313504527060323|0.5055432372505544|0.5651748623643038|0.002904810499086314|0.1584415584415584|0.0990351984847289|0.5055432372505544|0.17235188509874327|0.005971493948835665
ES23|2|La Rioja|ES|ES2|ES23|0.0|0.02081083906163671|0.5166297117516632|0.5651748623643038|0.0028953176543180578|0.12207792207792209|0.09494272202424675|0.5166297117516632|0.1490125673249551|0.0025038033666402466
ES24|2|Aragón|ES|ES2|ES24|0.0|0.08764342327723662|0.5099778270509978|0.5651748623643038|0.0012530555094097825|0.12987012987012989|0.10007558143064416|0.5099778270509978|0.1526032315978456|0.01094435907422108
ES30|2|Comunidad de Madrid|ES|ES3|ES30|0.0|0.4407865155489631|0.6430155210643014|0.5651748623643038|0.039205448892896975|0.1272727272727273|0.16433345677288536|0.6430155210643014|0.19569120287253144|0.06847914518181829
ES41|2|Castilla y León|ES|ES4|ES41|0.0|0.15979412950528366|0.5077605321507759|0.5651748623643038|0.0011581270617272233|0.09350649350649345|0.08620836191667222|0.5077605321507759|0.12746858168761221|0.017245319384774138
ES42|2|Castilla-La Mancha|ES|ES4|ES42|0.0|0.13504878805526382|0.4368070953436807|0.5651748623643038|0.0011581270617272233|0.1272727272727273|0.09615308730414088|0.4368070953436807|0.1059245960502693|0.012257130084175253
ES43|2|Extremadura|ES|ES4|ES43|0.0|0.07070908182887596|0.4833702882483373|0.5651748623643038|0.0011771127512637352|0.1142857142857143|0.09060513710896473|0.4833702882483373|0.0969479353680431|0.0059731966349704955
SE12|2|Östra Mellansverige|SE|SE1|SE12|0.0|0.11340889218511753|0.4257206208425719|0.12282121528422799|0.0020362152027908966|0.2571428571428571|0.11035951263636529|0.4257206208425719|0.236983842010772|0.020748374757989983
SE21|2|Småland med öarna|SE|SE2|SE21|0.0|0.05738298250067612|0.39911308203991136|0.12282121528422799|0.0011723663288796071|0.2883116883116883|0.10029716554458089|0.39911308203991136|0.23877917414721728|0.010543356057234924
SE22|2|Sydsverige|SE|SE2|SE22|0.0|0.10100058237059677|0.4501108647450114|0.12282121528422799|0.005107150485321689|0.2571428571428571|0.10791981083394546|0.4501108647450114|0.23877917414721728|0.018560794260310425
SE23|2|Västsverige|SE|SE2|SE23|0.0|0.1353334362022137|0.42793791574279383|0.12282121528422799|0.0032323136435911436|0.2519480519480519|0.11229913248301693|0.42793791574279383|0.2746858168761221|0.028397501517868066
SE31|2|Norra Mellansverige|SE|SE3|SE31|0.0|0.056758468846491425|0.41685144124168505|0.12282121528422799|0.0005743171084794836|0.2909090909090909|0.09671235953691955|0.41685144124168505|0.21903052064631956|0.009682566487143728
HU23|2|Dél-Dunántúl|HU|HU2|HU23|0.0|0.058376231315610025|0.6740576496674058|0.11730874966490756|0.0029854996796164894|0.20259740259740264|0.08892428501180769|0.6740576496674058|0.03949730700179534|0.002197639967364138
HU31|2|Észak-Magyarország|HU|HU3|HU31|0.0|0.07475322253359416|0.6607538802660755|0.11730874966490756|0.003972755535515105|0.2727272727272728|0.08790666755705032|0.6607538802660755|0.04129263913824058|0.002886335644435764
HU32|2|Észak-Alföld|HU|HU3|HU32|0.0|0.09629595708708515|0.6053215077605321|0.11730874966490756|0.0039063056221373136|0.23636363636363636|0.08748854136945051|0.6053215077605321|0.03590664272890485|0.0034535140174368206
HU33|2|Dél-Alföld|HU|HU3|HU33|0.0|0.08210277264816022|0.6585365853658536|0.11730874966490756|0.003189595842133992|0.19740259740259744|0.08928853287033382|0.6585365853658536|0.04308797127468582|0.0032865962902671355
IE04|2|Northern and Western|IE|IE0|IE04|0.0|0.057603121904600735|0.4722838137472285|0.05863838318811808|0.001575812231530484|0.2883116883116883|0.10329613957977937|0.4722838137472285|0.14542190305206465|0.006965505087488254
IE05|2|Southern|IE|IE0|IE05|0.0|0.10780539198850524|0.4767184035476715|0.05863838318811808|0.0025440823978925887|0.277922077922078|0.10923110312463953|0.4767184035476715|0.4542190305206463|0.03856761855823138
IE06|2|Eastern and Midland|IE|IE0|IE06|0.0|0.16007147728008045|0.5144124168514412|0.05863838318811808|0.007869568312884163|0.23116883116883116|0.12677646716002014|0.5144124168514412|0.3931777378815081|0.049608540368530955
IS00|2|Ísland|IS|IS0|IS00|0.0|0.023692495051509107|0.34811529933481133|0.0038395974202959033|0.00010442129245081519|0.24155844155844156|0.10090272760938059|0.34811529933481133|0.14391992583987517|0.010071491969965738
ITC1|2|Piemonte|IT|ITC|ITC1|0.0|0.28727402444629163|0.580931263858093|0.7203867615938067|0.008178085767852481|0.12987012987012989|0.07965493586202291|0.580931263858093|0.1741472172351885|0.04101464755839184
ITC2|2|Valle d’Aosta/Vallée d’Aoste|IT|ITC|ITC2|0.0|0.008339281477462589|0.5498891352549891|0.7203867615938067|0.0017799083940479863|0.1558441558441558|0.09401464883471038|0.5498891352549891|0.21723518850987433|0.0014023016522958197
ITC3|2|Liguria|IT|ITC|ITC3|0.0|0.10173938003248666|0.6518847006651882|0.7203867615938067|0.013574768018605977|0.1142857142857143|0.08960952629565998|0.6518847006651882|0.177737881508079|0.014951256301594563
ITC4|2|Lombardia|IT|ITC|ITC4|0.0|0.6643892160229895|0.5454545454545456|0.7203867615938067|0.020632698103804258|0.14805194805194807|0.11287358170990085|0.5454545454545456|0.21903052064631956|0.11695056704743644
ITF1|2|Abruzzo|IT|ITF|ITF1|0.0|0.08631999853992557|0.5587583148558759|0.7203867615938067|0.005705199705721812|0.1064935064935065|0.09167739174250103|0.5587583148558759|0.1382405745062837|0.009965825352534098
ITF2|2|Molise|IT|ITF|ITF2|0.0|0.020161703243190332|0.5144124168514412|0.7203867615938067|0.003218074376438759|0.08051948051948052|0.09223894052439549|0.5144124168514412|0.11131059245960502|0.001875580290333254
ITF3|2|Campania|IT|ITF|ITF3|0.0|0.3809660715204186|0.5631929046563193|0.7203867615938067|0.020177041554927975|0.13766233766233768|0.07532266289467772|0.5631929046563193|0.09874326750448834|0.032848292425964085
ITF4|2|Puglia|IT|ITF|ITF4|0.0|0.2638440109571949|0.5742793791574281|0.7203867615938067|0.009872558558986165|0.1116883116883117|0.07985982528244386|0.5742793791574281|0.09874326750448834|0.022787903290873778
ITF5|2|Basilicata|IT|ITF|ITF5|0.0|0.037071820729406735|0.52549889135255|0.7203867615938067|0.002615278733654508|0.09090909090909086|0.0911970398790697|0.52549889135255|0.12028725314183124|0.0037460150631670503
ES53|2|Illes Balears|ES|ES5|ES53|0.0|0.07885868636439808|0.4501108647450114|0.5651748623643038|0.011177824714621355|0.1142857142857143|0.11058261444971254|0.4501108647450114|0.1526032315978456|0.00963077077492219
ES61|2|Andalucía|ES|ES6|ES61|0.0|0.5593018189540889|0.5099778270509978|0.5651748623643038|0.004542326221610461|0.14025974025974028|0.10755708067482986|0.5099778270509978|0.09874326750448834|0.04790354539130181
ES62|2|Región de Murcia|ES|ES6|ES62|0.0|0.09873182580648374|0.4501108647450114|0.5651748623643038|0.006160856254598096|0.19480519480519484|0.10359892061217922|0.4501108647450114|0.11310592459605028|0.009370055473956971
ES63|2|Ciudad de Ceuta|ES|ES6|ES63|0.0|0.005629914270402467|0.3902439024390245|0.5651748623643038|0.20170871205828608|0.23636363636363636|0.09413302938873137|0.3902439024390245|0.1059245960502693|0.0004558124836663447
ES64|2|Ciudad de Melilla|ES|ES6|ES64|0.0|0.0056206228876622055|0.4057649667405767|0.5651748623643038|0.287092104326364|0.4025974025974026|0.09440697413233123|0.4057649667405767|0.09515260323159785|0.00041256425584165475
ES70|2|Canarias|ES|ES7|ES70|0.0|0.14646550823034002|0.48780487804878025|0.5651748623643038|0.013954481809336214|0.05194805194805194|0.11707533252794083|0.48780487804878025|0.11131059245960502|0.01358869874905795
FI19|2|Länsi-Suomi|FI|FI1|FI19|0.0|0.09156989525625137|0.4833702882483373|0.06603381371132262|0.0010631986140446639|0.1714285714285714|0.09395394085828936|0.4833702882483373|0.20646319569120286|0.014615350380915238
